id,status_group
28323,functional
61153,functional needs repair
31314,functional
22678,functional needs repair
53107,functional needs repair
54161,functional needs repair
59612,functional needs repair
11171,functional needs repair
23677,functional
22938,functional needs repair
15366,functional needs repair
72580,functional needs repair
59020,non functional
46270,non functional
51428,functional needs repair
1112,functional
31293,functional
47926,non functional
27006,functional needs repair
59918,functional needs repair
70094,functional needs repair
40972,functional needs repair
7948,functional needs repair
52989,functional needs repair
5982,functional needs repair
24877,functional needs repair
51940,functional needs repair
1341,functional needs repair
43146,non functional
6880,functional needs repair
32765,functional needs repair
32627,functional needs repair
70134,functional needs repair
8787,functional needs repair
4066,functional
70433,functional
32868,non functional
11624,functional needs repair
15056,functional needs repair
22780,functional needs repair
44660,functional needs repair
1496,functional needs repair
6864,functional
8770,non functional
9682,functional
73841,functional needs repair
37414,functional needs repair
10722,functional needs repair
41787,functional needs repair
45190,functional
9604,non functional
47715,functional needs repair
38934,non functional
6444,functional needs repair
18174,functional needs repair
36756,functional needs repair
68543,functional needs repair
11775,functional
12058,functional
48714,functional
52679,functional needs repair
23704,functional needs repair
48811,non functional
10541,functional
72560,functional
31915,functional
53960,functional
29446,non functional
26128,functional
23103,functional needs repair
16615,functional
4272,functional needs repair
28720,functional needs repair
68353,functional
73798,non functional
9175,functional needs repair
63050,functional needs repair
27870,functional needs repair
36256,functional needs repair
26353,functional needs repair
24430,functional needs repair
62751,non functional
7964,functional needs repair
56958,functional needs repair
51602,functional needs repair
15665,non functional
64059,non functional
40087,non functional
64304,non functional
4818,functional needs repair
46095,functional
6049,functional needs repair
18229,non functional
14411,functional needs repair
30558,functional
60796,functional needs repair
50379,functional
37059,functional needs repair
2557,non functional
5290,non functional
38997,functional
47392,non functional
44115,functional
9614,non functional
47370,non functional
62246,functional needs repair
69833,functional
10664,functional
66315,functional needs repair
17913,functional needs repair
13550,functional
56950,functional needs repair
19300,functional
13319,non functional
72985,functional needs repair
67104,functional
28893,functional
26006,functional needs repair
63817,functional needs repair
1111,functional
9615,functional needs repair
16306,non functional
67730,functional needs repair
16675,non functional
69371,functional needs repair
58484,functional needs repair
28451,functional
42797,functional
1178,functional needs repair
24421,functional needs repair
29014,functional
12359,functional needs repair
18971,non functional
44017,functional needs repair
15187,functional needs repair
10338,functional needs repair
58504,functional
38726,functional needs repair
62744,functional needs repair
67296,functional needs repair
55558,functional needs repair
36126,functional needs repair
69422,functional needs repair
54150,non functional
